SRA_ID	Name	BioProject	SNPversity ID
SRR8906831	LIAO5262	PRJNA531553	LIAO5262_SRR8906831
SRR8906832	GEMS31	PRJNA531553	GEMS31_SRR8906832
SRR8906833	GY923	PRJNA531553	GY923_SRR8906833
SRR8906834	TY6	PRJNA531553	TY6_SRR8906834
SRR8906835	384-2	PRJNA531553	384-2_SRR8906835
SRR8906836	HYS	PRJNA531553	HYS_SRR8906836
SRR8906837	LY042	PRJNA531553	LY042_SRR8906837
SRR8906838	5311	PRJNA531553	5311_SRR8906838
SRR8906839	BY843	PRJNA531553	BY843_SRR8906839
SRR8906840	DAN340	PRJNA531553	DAN340_SRR8906840
SRR8906841	CF3	PRJNA531553	CF3_SRR8906841
SRR8906842	ZAC546	PRJNA531553	ZAC546_SRR8906842
SRR8906843	GEMS24	PRJNA531553	GEMS24_SRR8906843
SRR8906844	975-12	PRJNA531553	975-12_SRR8906844
SRR8906845	4F1	PRJNA531553	4F1_SRR8906845
SRR8906846	GEMS23	PRJNA531553	GEMS23_SRR8906846
SRR8906847	TY8	PRJNA531553	TY8_SRR8906847
SRR8906848	R15X1141	PRJNA531553	R15X1141_SRR8906848
SRR8906849	GEMS18	PRJNA531553	GEMS18_SRR8906849
SRR8906850	SI446	PRJNA531553	SI446_SRR8906850
SRR8906851	GEMS63	PRJNA531553	GEMS63_SRR8906851
SRR8906852	GEMS44	PRJNA531553	GEMS44_SRR8906852
SRR8906853	CML432	PRJNA531553	CML432_SRR8906853
SRR8906854	SI273	PRJNA531553	SI273_SRR8906854
SRR8906855	SY999	PRJNA531553	SY999_SRR8906855
SRR8906856	ZH68	PRJNA531553	ZH68_SRR8906856
SRR8906857	TIE7922	PRJNA531553	TIE7922_SRR8906857
SRR8906858	CML408	PRJNA531553	CML408_SRR8906858
SRR8906859	DONG46	PRJNA531553	DONG46_SRR8906859
SRR8906860	05W002	PRJNA531553	05W002_SRR8906860
SRR8906861	YE478	PRJNA531553	YE478_SRR8906861
SRR8906862	HZS	PRJNA531553	HZS_SRR8906862
SRR8906863	CIMBL41	PRJNA531553	CIMBL41_SRR8906863
SRR8906864	CIMBL85	PRJNA531553	CIMBL85_SRR8906864
SRR8906865	CML192	PRJNA531553	CML192_SRR8906865
SRR8906866	CIMBL44	PRJNA531553	CIMBL44_SRR8906866
SRR8906867	CIMBL40	PRJNA531553	CIMBL40_SRR8906867
SRR8906868	CML115	PRJNA531553	CML115_SRR8906868
SRR8906869	CIMBL1	PRJNA531553	CIMBL1_SRR8906869
SRR8906870	CIMBL95	PRJNA531553	CIMBL95_SRR8906870
SRR8906871	CML170	PRJNA531553	CML170_SRR8906871
SRR8906872	CIMBL152	PRJNA531553	CIMBL152_SRR8906872
SRR8906873	CIMBL74	PRJNA531553	CIMBL74_SRR8906873
SRR8906874	CML338	PRJNA531553	CML338_SRR8906874
SRR8906875	CIMBL120	PRJNA531553	CIMBL120_SRR8906875
SRR8906876	CML28	PRJNA531553	CML28_SRR8906876
SRR8906877	CIMBL38	PRJNA531553	CIMBL38_SRR8906877
SRR8906878	CIMBL26	PRJNA531553	CIMBL26_SRR8906878
SRR8906879	CML40	PRJNA531553	CML40_SRR8906879
SRR8906880	CIMBL128	PRJNA531553	CIMBL128_SRR8906880
SRR8906881	CML162	PRJNA531553	CML162_SRR8906881
SRR8906882	CIMBL104	PRJNA531553	CIMBL104_SRR8906882
SRR8906883	GEMS1	PRJNA531553	GEMS1_SRR8906883
SRR8906884	CIMBL106	PRJNA531553	CIMBL106_SRR8906884
SRR8906885	CIMBL125	PRJNA531553	CIMBL125_SRR8906885
SRR8906886	CML496	PRJNA531553	CML496_SRR8906886
SRR8906887	CML130	PRJNA531553	CML130_SRR8906887
SRR8906888	CML307	PRJNA531553	CML307_SRR8906888
SRR8906889	CIMBL9	PRJNA531553	CIMBL9_SRR8906889
SRR8906890	CIMBL122	PRJNA531553	CIMBL122_SRR8906890
SRR8906891	CIMBL134	PRJNA531553	CIMBL134_SRR8906891
SRR8906892	CIMBL20	PRJNA531553	CIMBL20_SRR8906892
SRR8906893	GEMS59	PRJNA531553	GEMS59_SRR8906893
SRR8906894	SY1052	PRJNA531553	SY1052_SRR8906894
SRR8906895	GEMS16	PRJNA531553	GEMS16_SRR8906895
SRR8906896	CML171	PRJNA531553	CML171_SRR8906896
SRR8906897	DH29	PRJNA531553	DH29_SRR8906897
SRR8906898	NMJT	PRJNA531553	NMJT_SRR8906898
SRR8906899	ZHENG30	PRJNA531553	ZHENG30_SRR8906899
SRR8906900	WH413	PRJNA531553	WH413_SRR8906900
SRR8906901	GEMS43	PRJNA531553	GEMS43_SRR8906901
SRR8906902	QI205	PRJNA531553	QI205_SRR8906902
SRR8906903	DAN360	PRJNA531553	DAN360_SRR8906903
SRR8906904	LXN	PRJNA531553	LXN_SRR8906904
SRR8906905	CHANG3	PRJNA531553	CHANG3_SRR8906905
SRR8906906	GY1032	PRJNA531553	GY1032_SRR8906906
SRR8906907	CI7	PRJNA531553	CI7_SRR8906907
SRR8906908	GEMS53	PRJNA531553	GEMS53_SRR8906908
SRR8906909	CIMBL83	PRJNA531553	CIMBL83_SRR8906909
SRR8906910	CIMBL101	PRJNA531553	CIMBL101_SRR8906910
SRR8906911	CIMBL67	PRJNA531553	CIMBL67_SRR8906911
SRR8906912	P178	PRJNA531553	P178_SRR8906912
SRR8906913	CIMBL113	PRJNA531553	CIMBL113_SRR8906913
SRR8906914	CIMBL62	PRJNA531553	CIMBL62_SRR8906914
SRR8906915	ZZ01	PRJNA531553	ZZ01_SRR8906915
SRR8906916	CML50	PRJNA531553	CML50_SRR8906916
SRR8906917	CIMBL19	PRJNA531553	CIMBL19_SRR8906917
SRR8906918	CIMBL88	PRJNA531553	CIMBL88_SRR8906918
SRR8906919	CIMBL66	PRJNA531553	CIMBL66_SRR8906919
SRR8906920	CIMBL94	PRJNA531553	CIMBL94_SRR8906920
SRR8906921	CML323	PRJNA531553	CML323_SRR8906921
SRR8906922	CIMBL93	PRJNA531553	CIMBL93_SRR8906922
SRR8906923	CIMBL117	PRJNA531553	CIMBL117_SRR8906923
SRR8906924	CML473	PRJNA531553	CML473_SRR8906924
SRR8906925	CIMBL58	PRJNA531553	CIMBL58_SRR8906925
SRR8906926	YE52106	PRJNA531553	YE52106_SRR8906926
SRR8906927	XUN971	PRJNA531553	XUN971_SRR8906927
SRR8906928	WMR	PRJNA531553	WMR_SRR8906928
SRR8906929	D863F	PRJNA531553	D863F_SRR8906929
SRR8906930	CHUAN48-2	PRJNA531553	CHUAN48-2_SRR8906930
SRR8906931	05WN230	PRJNA531553	05WN230_SRR8906931
SRR8906932	BY4839	PRJNA531553	BY4839_SRR8906932
SRR8906933	B114	PRJNA531553	B114_SRR8906933
SRR8906934	501	PRJNA531553	501_SRR8906934
SRR8906935	YE488	PRJNA531553	YE488_SRR8906935
SRR8906936	3H-2	PRJNA531553	3H-2_SRR8906936
SRR8906937	CHENG698	PRJNA531553	CHENG698_SRR8906937
SRR8906938	LK11	PRJNA531553	LK11_SRR8906938
SRR8906939	CML27	PRJNA531553	CML27_SRR8906939
SRR8906940	CML225	PRJNA531553	CML225_SRR8906940
SRR8906941	TY2	PRJNA531553	TY2_SRR8906941
SRR8906942	81162	PRJNA531553	81162_SRR8906942
SRR8906943	RY729	PRJNA531553	RY729_SRR8906943
SRR8906944	CIMBL145	PRJNA531553	CIMBL145_SRR8906944
SRR8906945	CML327	PRJNA531553	CML327_SRR8906945
SRR8906946	CIMBL32	PRJNA531553	CIMBL32_SRR8906946
SRR8906947	CIMBL48	PRJNA531553	CIMBL48_SRR8906947
SRR8906948	CIMBL108	PRJNA531553	CIMBL108_SRR8906948
SRR8906949	CIMBL2	PRJNA531553	CIMBL2_SRR8906949
SRR8906950	CIMBL75	PRJNA531553	CIMBL75_SRR8906950
SRR8906951	CML287	PRJNA531553	CML287_SRR8906951
SRR8906952	CML226	PRJNA531553	CML226_SRR8906952
SRR8906953	CML298	PRJNA531553	CML298_SRR8906953
SRR8906954	CIMBL50	PRJNA531553	CIMBL50_SRR8906954
SRR8906955	HUANGC	PRJNA531553	HUANGC_SRR8906955
SRR8906956	CIMBL144	PRJNA531553	CIMBL144_SRR8906956
SRR8906957	CIMBL139	PRJNA531553	CIMBL139_SRR8906957
SRR8906958	CIMBL72	PRJNA531553	CIMBL72_SRR8906958
SRR8906959	CIMBL105	PRJNA531553	CIMBL105_SRR8906959
SRR8906960	CML304	PRJNA531553	CML304_SRR8906960
SRR8906961	CML471	PRJNA531553	CML471_SRR8906961
SRR8906962	CML361	PRJNA531553	CML361_SRR8906962
SRR8906963	CML69	PRJNA531553	CML69_SRR8906963
SRR8906964	CIMBL116	PRJNA531553	CIMBL116_SRR8906964
SRR8906965	DAN599	PRJNA531553	DAN599_SRR8906965
SRR8906966	CIMBL36	PRJNA531553	CIMBL36_SRR8906966
SRR8906967	CML289	PRJNA531553	CML289_SRR8906967
SRR8906968	CIMBL89	PRJNA531553	CIMBL89_SRR8906968
SRR8906969	SC55	PRJNA531553	SC55_SRR8906969
SRR8906970	CML114	PRJNA531553	CML114_SRR8906970
SRR8906971	CIMBL76	PRJNA531553	CIMBL76_SRR8906971
SRR8906972	CML431	PRJNA531553	CML431_SRR8906972
SRR8906973	CML282	PRJNA531553	CML282_SRR8906973
SRR8906974	CIMBL151	PRJNA531553	CIMBL151_SRR8906974
SRR8906975	CIMBL141	PRJNA531553	CIMBL141_SRR8906975
SRR8906976	CIMBL90	PRJNA531553	CIMBL90_SRR8906976
SRR8906977	CIMBL79	PRJNA531553	CIMBL79_SRR8906977
SRR8906978	CIMBL112	PRJNA531553	CIMBL112_SRR8906978
SRR8906979	YAN414	PRJNA531553	YAN414_SRR8906979
SRR8906980	BY855	PRJNA531553	BY855_SRR8906980
SRR8906981	Z2018F	PRJNA531553	Z2018F_SRR8906981
SRR8906982	YE515	PRJNA531553	YE515_SRR8906982
SRR8906983	MO113	PRJNA531553	MO113_SRR8906983
SRR8906984	BY813	PRJNA531553	BY813_SRR8906984
SRR8906985	JI53	PRJNA531553	JI53_SRR8906985
SRR8906986	GEMS15	PRJNA531553	GEMS15_SRR8906986
SRR8906987	SI434	PRJNA531553	SI434_SRR8906987
SRR8906988	B151	PRJNA531553	B151_SRR8906988
SRR8906989	TY11	PRJNA531553	TY11_SRR8906989
SRR8906990	IRF314	PRJNA531553	IRF314_SRR8906990
SRR8906991	L3180	PRJNA531553	L3180_SRR8906991
SRR8906992	GY462	PRJNA531553	GY462_SRR8906992
SRR8906993	SY1032	PRJNA531553	SY1032_SRR8906993
SRR8906994	GEMS9	PRJNA531553	GEMS9_SRR8906994
SRR8906995	GEMS17	PRJNA531553	GEMS17_SRR8906995
SRR8906997	GEMS41	PRJNA531553	GEMS41_SRR8906997
SRR8906998	GEMS58	PRJNA531553	GEMS58_SRR8906998
SRR8906999	CIMBL123	PRJNA531553	CIMBL123_SRR8906999
SRR8907000	GEMS50	PRJNA531553	GEMS50_SRR8907000
SRR8907001	M153	PRJNA531553	M153_SRR8907001
SRR8907002	LIAO5263	PRJNA531553	LIAO5263_SRR8907002
SRR8907003	C8605	PRJNA531553	C8605_SRR8907003
SRR8907004	ZHONG69	PRJNA531553	ZHONG69_SRR8907004
SRR8907005	GEMS27	PRJNA531553	GEMS27_SRR8907005
SRR8907006	DAN598	PRJNA531553	DAN598_SRR8907006
SRR8907007	7327	PRJNA531553	7327_SRR8907007
SRR8907008	GEMS13	PRJNA531553	GEMS13_SRR8907008
SRR8907009	GEMS54	PRJNA531553	GEMS54_SRR8907009
SRR8907010	GEMS37	PRJNA531553	GEMS37_SRR8907010
SRR8907011	MN	PRJNA531553	MN_SRR8907011
SRR8907012	04K5672	PRJNA531553	04K5672_SRR8907012
SRR8907013	JY01	PRJNA531553	JY01_SRR8907013
SRR8907014	GEMS28	PRJNA531553	GEMS28_SRR8907014
SRR8907015	GEMS42	PRJNA531553	GEMS42_SRR8907015
SRR8907016	GEMS61	PRJNA531553	GEMS61_SRR8907016
SRR8907017	SK_resequencing	PRJNA531553	SK_resequencing_SRR8907017
SRR8907018	TY10	PRJNA531553	TY10_SRR8907018
SRR8907019	GEMS19	PRJNA531553	GEMS19_SRR8907019
SRR8907020	BY4944	PRJNA531553	BY4944_SRR8907020
SRR8907021	SI444	PRJNA531553	SI444_SRR8907021
SRR8907022	BGY	PRJNA531553	BGY_SRR8907022
SRR8907023	SW92E114	PRJNA531553	SW92E114_SRR8907023
SRR8907024	BY809	PRJNA531553	BY809_SRR8907024
SRR8907025	DONG237	PRJNA531553	DONG237_SRR8907025
SRR8907026	SY3073	PRJNA531553	SY3073_SRR8907026
SRR8907027	CIMBL52	PRJNA531553	CIMBL52_SRR8907027
SRR8907028	CIMBL63	PRJNA531553	CIMBL63_SRR8907028
SRR8907029	CIMBL157	PRJNA531553	CIMBL157_SRR8907029
SRR8907030	CIMBL142	PRJNA531553	CIMBL142_SRR8907030
SRR8907031	CML122	PRJNA531553	CML122_SRR8907031
SRR8907032	CIMBL136	PRJNA531553	CIMBL136_SRR8907032
SRR8907033	CIMBL3	PRJNA531553	CIMBL3_SRR8907033
SRR8907034	CIMBL130	PRJNA531553	CIMBL130_SRR8907034
SRR8907035	CML32	PRJNA531553	CML32_SRR8907035
SRR8907036	CIMBL4	PRJNA531553	CIMBL4_SRR8907036
SRR8907037	B113	PRJNA531553	B113_SRR8907037
SRR8907038	CML326	PRJNA531553	CML326_SRR8907038
SRR8907039	LIAO138	PRJNA531553	LIAO138_SRR8907039
SRR8907040	DAN3130	PRJNA531553	DAN3130_SRR8907040
SRR8907041	ZB648	PRJNA531553	ZB648_SRR8907041
SRR8907042	CML139	PRJNA531553	CML139_SRR8907042
SRR8907043	CIMBL148	PRJNA531553	CIMBL148_SRR8907043
SRR8907044	CIMBL133	PRJNA531553	CIMBL133_SRR8907044
SRR8907045	CIMBL5	PRJNA531553	CIMBL5_SRR8907045
SRR8907046	CIMBL8	PRJNA531553	CIMBL8_SRR8907046
SRR8907047	QI319	PRJNA531553	QI319_SRR8907047
SRR8907048	CIMBL42	PRJNA531553	CIMBL42_SRR8907048
SRR8907049	CIMBL17	PRJNA531553	CIMBL17_SRR8907049
SRR8907050	CIMBL126	PRJNA531553	CIMBL126_SRR8907050
SRR8907051	CML412	PRJNA531553	CML412_SRR8907051
SRR8907052	CIMBL147	PRJNA531553	CIMBL147_SRR8907052
SRR8907053	CML479	PRJNA531553	CML479_SRR8907053
SRR8907054	CIMBL13	PRJNA531553	CIMBL13_SRR8907054
SRR8907055	CIMBL22	PRJNA531553	CIMBL22_SRR8907055
SRR8907056	B11	PRJNA531553	B11_SRR8907056
SRR8907057	CML422	PRJNA531553	CML422_SRR8907057
SRR8907058	CML20	PRJNA531553	CML20_SRR8907058
SRR8907059	CIMBL78	PRJNA531553	CIMBL78_SRR8907059
SRR8907060	CML465	PRJNA531553	CML465_SRR8907060
SRR8907061	CIMBL47	PRJNA531553	CIMBL47_SRR8907061
SRR8907062	HSBN	PRJNA531553	HSBN_SRR8907062
SRR8907063	GEMS64	PRJNA531553	GEMS64_SRR8907063
SRR8907064	B110	PRJNA531553	B110_SRR8907064
SRR8907065	Q1261	PRJNA531553	Q1261_SRR8907065
SRR8907066	GEMS20	PRJNA531553	GEMS20_SRR8907066
SRR8907067	A619	PRJNA531553	A619_SRR8907067
SRR8907068	ZHENG22	PRJNA531553	ZHENG22_SRR8907068
SRR8907069	GEMS6	PRJNA531553	GEMS6_SRR8907069
SRR8907070	268	PRJNA531553	268_SRR8907070
SRR8907071	SY998	PRJNA531553	SY998_SRR8907071
SRR8907072	GEMS57	PRJNA531553	GEMS57_SRR8907072
SRR8907073	GEMS65	PRJNA531553	GEMS65_SRR8907073
SRR8907074	D047	PRJNA531553	D047_SRR8907074
SRR8907075	DE.EX	PRJNA531553	DE.EX_SRR8907075
SRR8907076	JI853	PRJNA531553	JI853_SRR8907076
SRR8907077	835B	PRJNA531553	835B_SRR8907077
SRR8907078	P6WC	PRJNA531553	P6WC_SRR8907078
SRR8907079	JING724	PRJNA531553	JING724_SRR8907079
SRR8907080	MO17	PRJNA531553	MO17_SRR8907080
SRR8907081	3411	PRJNA531553	3411_SRR8907081
SRR8907082	JING24	PRJNA531553	JING24_SRR8907082
SRR8907083	E28	PRJNA531553	E28_SRR8907083
SRR8907084	812	PRJNA531553	812_SRR8907084
SRR8907085	TIAN77	PRJNA531553	TIAN77_SRR8907085
SRR8907086	CHANG7-2	PRJNA531553	CHANG7-2_SRR8907086
SRR8907087	YE107	PRJNA531553	YE107_SRR8907087
SRR8907088	GY220	PRJNA531553	GY220_SRR8907088
SRR8907089	M165	PRJNA531553	M165_SRR8907089
SRR8907090	TT16	PRJNA531553	TT16_SRR8907090
SRR8907091	LV28	PRJNA531553	LV28_SRR8907091
SRR8907092	07KS4	PRJNA531553	07KS4_SRR8907092
SRR8907093	832	PRJNA531553	832_SRR8907093
SRR8907094	7884-4HT	PRJNA531553	7884-4HT_SRR8907094
SRR8907095	SY1128	PRJNA531553	SY1128_SRR8907095
SRR8907096	GEMS39	PRJNA531553	GEMS39_SRR8907096
SRR8907097	GEMS5	PRJNA531553	GEMS5_SRR8907097
SRR8907098	CIMBL61	PRJNA531553	CIMBL61_SRR8907098
SRR8907099	CML325	PRJNA531553	CML325_SRR8907099
SRR8907100	NAN21-3	PRJNA531553	NAN21-3_SRR8907100
SRR8907101	CML191	PRJNA531553	CML191_SRR8907101
SRR8907102	CIMBL14	PRJNA531553	CIMBL14_SRR8907102
SRR8907103	CIMBL60	PRJNA531553	CIMBL60_SRR8907103
SRR8907104	CIMBL114	PRJNA531553	CIMBL114_SRR8907104
SRR8907105	CML285	PRJNA531553	CML285_SRR8907105
SRR8907106	CIMBL119	PRJNA531553	CIMBL119_SRR8907106
SRR8907107	CIMBL73	PRJNA531553	CIMBL73_SRR8907107
SRR8907108	IRF291	PRJNA531553	IRF291_SRR8907108
SRR8907109	CML468	PRJNA531553	CML468_SRR8907109
SRR8907110	CIMBL97	PRJNA531553	CIMBL97_SRR8907110
SRR8907111	CIMBL6	PRJNA531553	CIMBL6_SRR8907111
SRR8907112	CIMBL30	PRJNA531553	CIMBL30_SRR8907112
SRR8907113	CIMBL138	PRJNA531553	CIMBL138_SRR8907113
SRR8907114	CIMBL129	PRJNA531553	CIMBL129_SRR8907114
SRR8907115	CIMBL81	PRJNA531553	CIMBL81_SRR8907115
SRR8907116	647	PRJNA531553	647_SRR8907116
SRR8907117	CIMBL86	PRJNA531553	CIMBL86_SRR8907117
SRR8907118	CIMBL80	PRJNA531553	CIMBL80_SRR8907118
SRR8907119	YU374	PRJNA531553	YU374_SRR8907119
SRR8907120	ZONG3	PRJNA531553	ZONG3_SRR8907120
SRR8907121	GEMS11	PRJNA531553	GEMS11_SRR8907121
SRR8907122	5237	PRJNA531553	5237_SRR8907122
SRR8907123	BY804	PRJNA531553	BY804_SRR8907123
SRR8907124	LIAO159	PRJNA531553	LIAO159_SRR8907124
SRR8907125	RY732	PRJNA531553	RY732_SRR8907125
SRR8907126	GY798	PRJNA531553	GY798_SRR8907126
SRR8907127	YE8001	PRJNA531553	YE8001_SRR8907127
SRR8907128	XZ698	PRJNA531553	XZ698_SRR8907128
SRR8907129	GY237	PRJNA531553	GY237_SRR8907129
SRR8907130	SY1039	PRJNA531553	SY1039_SRR8907130
SRR8907131	YU87-1	PRJNA531553	YU87-1_SRR8907131
SRR8907132	TY3	PRJNA531553	TY3_SRR8907132
SRR8907133	DAN4245	PRJNA531553	DAN4245_SRR8907133
SRR8907134	GEMS2	PRJNA531553	GEMS2_SRR8907134
SRR8907135	GEMS46	PRJNA531553	GEMS46_SRR8907135
SRR8907136	GEMS33	PRJNA531553	GEMS33_SRR8907136
SRR8907137	ZI330	PRJNA531553	ZI330_SRR8907137
SRR8907138	HB	PRJNA531553	HB_SRR8907138
SRR8907139	GEMS48	PRJNA531553	GEMS48_SRR8907139
SRR8907140	HTH-17	PRJNA531553	HTH-17_SRR8907140
SRR8907141	BEM	PRJNA531553	BEM_SRR8907141
SRR8907142	B73	PRJNA531553	B73_SRR8907142
SRR8907143	4019	PRJNA531553	4019_SRR8907143
SRR8907144	ES40	PRJNA531553	ES40_SRR8907144
SRR8907145	ZZ03	PRJNA531553	ZZ03_SRR8907145
SRR8907146	GEMS25	PRJNA531553	GEMS25_SRR8907146
SRR8907147	RY684	PRJNA531553	RY684_SRR8907147
SRR8907148	JH96C	PRJNA531553	JH96C_SRR8907148
SRR8907149	DAN9046	PRJNA531553	DAN9046_SRR8907149
SRR8907150	HUA83-2	PRJNA531553	HUA83-2_SRR8907150
SRR8907151	TY7	PRJNA531553	TY7_SRR8907151
SRR8907152	GEMS47	PRJNA531553	GEMS47_SRR8907152
SRR8907153	BY4960	PRJNA531553	BY4960_SRR8907153
SRR8907154	S22	PRJNA531553	S22_SRR8907154
SRR8907155	LG001	PRJNA531553	LG001_SRR8907155
B73_ISU	B73	ERS3371164	B73_ERS3371164
B73_Ab10_ISU	B73Ab10	ERS4036196	B73Ab10_ERS4036196
B97_ISU	B97	ERS3120542	B97_ERS3120542
CML103_ISU	CML103	ERS3120545	CML103_ERS3120545
CML228_ISU	CML228	ERS3120546	CML228_ERS3120546
CML247_ISU	CML247	ERS3120547	CML247_ERS3120547
CML277_ISU	CML277	ERS3120548	CML277_ERS3120548
CML322_ISU	CML322	ERS3120549	CML322_ERS3120549
CML333_ISU	CML333	ERS3120550	CML333_ERS3120550
CML52_ISU	CML52	ERS3120543	CML52_ERS3120543
CML69_ISU	CML69	ERS3120544	CML69_ERS3120544
HP301_ISU	Hp301	ERS3120551	Hp301_ERS3120551
IL14H_ISU	Il14H	ERS3120552	Il14H_ERS3120552
Ki11_ISU	Ki11	ERS3120554	Ki11_ERS3120554
Ki3_ISU	Ki3	ERS3120553	Ki3_ERS3120553
Ky21_ISU	Ky21	ERS3120555	Ky21_ERS3120555
M162W_ISU	M162W	ERS3120556	M162W_ERS3120556
MS37W_ISU	M37W	ERS3120557	M37W_ERS3120557
Mo18W_ISU	Mo18W	ERS3120558	Mo18W_ERS3120558
Ms71_ISU	MS71	ERS3120559	MS71_ERS3120559
NC350_ISU	NC350	ERS3120560	NC350_ERS3120560
NC358_ISU	NC358	ERS3120561	NC358_ERS3120561
OH43_ISU	Oh43	ERS3120562	Oh43_ERS3120562
OH7B_ISU	Oh7B	ERS3120563	Oh7B_ERS3120563
P39_ISU	P39	ERS3120564	P39_ERS3120564
TX303_ISU	Tx303	ERS3120565	Tx303_ERS3120565
TZi8_ISU	Tzi8	ERS3120566	Tzi8_ERS3120566
