index	snpversity_id	project_number	sra	name
1746	Ki3_SRR5976424	PRJNA399729	SRR5976424	Ki3
1747	KL45_CRR504304	PRJCA009749	CRR504304	KL45
1748	KO679Y_ERR10290064	PRJEB56320	ERR10290064	KO679Y
1749	KW4M029_CRR504721	PRJCA009749	CRR504721	KW4M029
1750	Ky21_ERR3307879	PRJEB31061	ERR3307879	Ky21
1751	Ky21_ERR3307880	PRJEB31061	ERR3307880	Ky21
1752	Ky21_ERR3307881	PRJEB31061	ERR3307881	Ky21
1753	Ky21_ERR3307882	PRJEB31061	ERR3307882	Ky21
1754	KY228_SRR11301787	PRJNA609577	SRR11301787	KY228
1755	KY228_SRR11301788	PRJNA609577	SRR11301788	KY228
1756	L005_CRR505060	PRJCA009749	CRR505060	L005
1757	L069_CRR505058	PRJCA009749	CRR505058	L069
1758	L139_CRR505335	PRJCA009749	CRR505335	L139
1759	L155_ERR10290063	PRJEB56320	ERR10290063	L155
1760	L201_CRR505395	PRJCA009749	CRR505395	L201
1761	L203_CRR505406	PRJCA009749	CRR505406	L203
1762	L222_ERR10290062	PRJEB56320	ERR10290062	L222
1763	L289_ERR10290065	PRJEB56320	ERR10290065	L289
1764	L3180_SRR8906991	PRJNA531553	SRR8906991	L3180
1765	L5895_CRR505657	PRJCA009749	CRR505657	L5895
1766	L98_CRR504542	PRJCA009749	CRR504542	L98
1767	Lan766_4_2_CRR504965	PRJCA009749	CRR504965	Lan766_4_2
1768	LD61_SRR11301732	PRJNA609577	SRR11301732	LD61
1769	LG001_SRR8907155	PRJNA531553	SRR8907155	LG001
1770	LH127_SRR11301964	PRJNA609577	SRR11301964	LH127
1771	LH127_CRR505345	PRJCA009749	CRR505345	LH127
1772	LH128_SRR11301747	PRJNA609577	SRR11301747	LH128
1773	LH128_SRR11301748	PRJNA609577	SRR11301748	LH128
1774	LH128_CRR505180	PRJCA009749	CRR505180	LH128
1775	LH132_CRR505288	PRJCA009749	CRR505288	LH132
1776	LH149_CRR505429	PRJCA009749	CRR505429	LH149
1777	LH159_ERR10290060	PRJEB56320	ERR10290060	LH159
1778	LH160_SRR11302193	PRJNA609577	SRR11302193	LH160
1779	LH160_SRR11302194	PRJNA609577	SRR11302194	LH160
1780	LH162_SRR11301876	PRJNA609577	SRR11301876	LH162
1781	LH163_ERR10289976	PRJEB56320	ERR10289976	LH163
1782	LH163_SRR11301963	PRJNA609577	SRR11301963	LH163
1783	LH164_ERR10290069	PRJEB56320	ERR10290069	LH164
1784	LH167_ERR10290059	PRJEB56320	ERR10290059	LH167
1785	LH169HT_ERR10289978	PRJEB56320	ERR10289978	LH169HT
1786	LH175_ERR10289367	PRJEB56320	ERR10289367	LH175
1787	LH181_SRR11301745	PRJNA609577	SRR11301745	LH181
1788	LH181_SRR11301746	PRJNA609577	SRR11301746	LH181
1789	LH183_ERR10289975	PRJEB56320	ERR10289975	LH183
1790	LH185_CRR505280	PRJCA009749	CRR505280	LH185
1791	LH186_ERR10290061	PRJEB56320	ERR10290061	LH186
1792	LH188_ERR10289977	PRJEB56320	ERR10289977	LH188
1793	LH189HT_ERR10289368	PRJEB56320	ERR10289368	LH189HT
1794	LH190_SRR11302190	PRJNA609577	SRR11302190	LH190
1795	LH190_SRR11302192	PRJNA609577	SRR11302192	LH190
1796	LH191_SRR11301760	PRJNA609577	SRR11301760	LH191
1797	LH191_SRR11302189	PRJNA609577	SRR11302189	LH191
1798	LH192_SRR11302130	PRJNA609577	SRR11302130	LH192
1799	LH193_SRR11301905	PRJNA609577	SRR11301905	LH193
1800	LH194_CRR505165	PRJCA009749	CRR505165	LH194
1801	LH195_SRR11301898	PRJNA609577	SRR11301898	LH195
1802	LH195_CRR505166	PRJCA009749	CRR505166	LH195
1803	LH196_SRR11301875	PRJNA609577	SRR11301875	LH196
1804	LH196_SRR11301877	PRJNA609577	SRR11301877	LH196
1805	LH196_CRR505224	PRJCA009749	CRR505224	LH196
1806	LH197_CRR505245	PRJCA009749	CRR505245	LH197
1807	LH200_CRR505265	PRJCA009749	CRR505265	LH200
1808	LH202_SRR11302131	PRJNA609577	SRR11302131	LH202
1809	LH202_CRR505167	PRJCA009749	CRR505167	LH202
1810	LH205_SRR11301887	PRJNA609577	SRR11301887	LH205
1811	LH206_SRR11301962	PRJNA609577	SRR11301962	LH206
1812	LH208_SRR11301743	PRJNA609577	SRR11301743	LH208
1813	LH208_SRR11301744	PRJNA609577	SRR11301744	LH208
1814	LH209_SRR11301952	PRJNA609577	SRR11301952	LH209
1815	LH209_SRR11301953	PRJNA609577	SRR11301953	LH209
1816	LH209_CRR505242	PRJCA009749	CRR505242	LH209
1817	LH210_ERR10289364	PRJEB56320	ERR10289364	LH210
1818	LH210_CRR505222	PRJCA009749	CRR505222	LH210
1819	LH211_CRR505223	PRJCA009749	CRR505223	LH211
1820	LH212HT_ERR10289358	PRJEB56320	ERR10289358	LH212HT
1821	LH212Ht_SRR11301735	PRJNA609577	SRR11301735	LH212Ht
1822	LH212Ht_SRR11301736	PRJNA609577	SRR11301736	LH212Ht
1823	LH213_SRR11302161	PRJNA609577	SRR11302161	LH213
1824	LH213_CRR505442	PRJCA009749	CRR505442	LH213
1825	LH214_SRR11301943	PRJNA609577	SRR11301943	LH214
1826	LH214_SRR11301944	PRJNA609577	SRR11301944	LH214
1827	LH215_SRR11301873	PRJNA609577	SRR11301873	LH215
1828	LH215_SRR11301874	PRJNA609577	SRR11301874	LH215
1829	LH215_CRR505182	PRJCA009749	CRR505182	LH215
1830	LH216_CRR505247	PRJCA009749	CRR505247	LH216
1831	LH217_ERR10289361	PRJEB56320	ERR10289361	LH217
1832	LH218_ERR10289359	PRJEB56320	ERR10289359	LH218
1833	LH220Ht_SRR11301612	PRJNA609577	SRR11301612	LH220Ht
1834	LH220Ht_SRR11301613	PRJNA609577	SRR11301613	LH220Ht
1835	LH222_SRR11301941	PRJNA609577	SRR11301941	LH222
1836	LH222_SRR11301942	PRJNA609577	SRR11301942	LH222
1837	LH222_CRR505248	PRJCA009749	CRR505248	LH222
1838	LH225_ERR10289357	PRJEB56320	ERR10289357	LH225
1839	LH231_ERR10289366	PRJEB56320	ERR10289366	LH231
1840	LH250_ERR10289362	PRJEB56320	ERR10289362	LH250
1841	LH252_ERR10289363	PRJEB56320	ERR10289363	LH252
1842	LH260_ERR10289365	PRJEB56320	ERR10289365	LH260
1843	LH284_ERR10289356	PRJEB56320	ERR10289356	LH284
1844	LH299_ERR10289360	PRJEB56320	ERR10289360	LH299
1845	LH38_CRR505285	PRJCA009749	CRR505285	LH38
1846	LH39_CRR505453	PRJCA009749	CRR505453	LH39
1847	LH52_CRR505369	PRJCA009749	CRR505369	LH52
1848	LH54_CRR505368	PRJCA009749	CRR505368	LH54
1849	LH60_CRR505461	PRJCA009749	CRR505461	LH60
1850	LH65_CRR505314	PRJCA009749	CRR505314	LH65
1851	LH82_CRR505485	PRJCA009749	CRR505485	LH82
1852	Liao0369_CRR505595	PRJCA009749	CRR505595	Liao0369
1853	Liao0513_CRR504494	PRJCA009749	CRR504494	Liao0513
1854	Liao0567_CRR504497	PRJCA009749	CRR504497	Liao0567
1855	Liao0619_CRR505634	PRJCA009749	CRR505634	Liao0619
1856	LIAO138_SRR8907039	PRJNA531553	SRR8907039	LIAO138
1857	LIAO159_SRR8907124	PRJNA531553	SRR8907124	LIAO159
1858	Liao1A407_CRR504483	PRJCA009749	CRR504483	Liao1A407
1859	Liao20358_CRR504485	PRJCA009749	CRR504485	Liao20358
1860	Liao2202_SRR11301806	PRJNA609577	SRR11301806	Liao2202
1861	Liao2572_CRR504486	PRJCA009749	CRR504486	Liao2572
1862	Liao3162_CRR505711	PRJCA009749	CRR505711	Liao3162
1863	Liao3348_CRR504487	PRJCA009749	CRR504487	Liao3348
1864	Liao428_CRR504466	PRJCA009749	CRR504466	Liao428
1865	Liao51_CRR504462	PRJCA009749	CRR504462	Liao51
1866	LIAO5114_SRR8906682	PRJNA531553	SRR8906682	LIAO5114
1867	LIAO5262_SRR8906831	PRJNA531553	SRR8906831	LIAO5262
1868	LIAO5263_SRR8907002	PRJNA531553	SRR8907002	LIAO5263
1869	Liao6027_CRR504507	PRJCA009749	CRR504507	Liao6027
1870	Liao6082_CRR505656	PRJCA009749	CRR505656	Liao6082
1871	Liao63024_CRR504484	PRJCA009749	CRR504484	Liao63024
1872	Liao785_CRR504464	PRJCA009749	CRR504464	Liao785
1873	Liao8022_CRR504465	PRJCA009749	CRR504465	Liao8022
1874	Liao9586_SRR11302030	PRJNA609577	SRR11302030	Liao9586
1875	Liao9586_SRR11302031	PRJNA609577	SRR11302031	Liao9586
1876	LIBC_4_SRR11301947	PRJNA609577	SRR11301947	LIBC_4
1877	LIBC_4_SRR11301949	PRJNA609577	SRR11301949	LIBC_4
1878	LK11_SRR8906938	PRJNA531553	SRR8906938	LK11
1879	LK58_8_CRR504845	PRJCA009749	CRR504845	LK58_8
1880	Lo11_SRR1575516	PRJNA260788	SRR1575516	Lo11
1881	Lo1125_CRR505121	PRJCA009749	CRR505121	Lo1125
1882	LongF0202_CRR504851	PRJCA009749	CRR504851	LongF0202
1883	LongF0402_CRR504853	PRJCA009749	CRR504853	LongF0402
1884	LongF1011_CRR504855	PRJCA009749	CRR504855	LongF1011
1885	LongF2224_CRR504857	PRJCA009749	CRR504857	LongF2224
1886	Longkang1_SRR11302026	PRJNA609577	SRR11302026	Longkang1
1887	Longkang11_SRR11301589	PRJNA609577	SRR11301589	Longkang11
1888	Longkang11_SRR11301590	PRJNA609577	SRR11301590	Longkang11
1889	Longxi65_CRR504172	PRJCA009749	CRR504172	Longxi65
1890	LP1NRHT_ERR10289355	PRJEB56320	ERR10289355	LP1NRHT
1891	Lp215D_SRR11302007	PRJNA609577	SRR11302007	Lp215D
1892	Lp215D_SRR11302008	PRJNA609577	SRR11302008	Lp215D
1893	Lp215D_CRR505235	PRJCA009749	CRR505235	Lp215D
1894	Luo1223_CRR504569	PRJCA009749	CRR504569	Luo1223
1895	Luosu3_SRR11301894	PRJNA609577	SRR11301894	Luosu3
1896	Luyuan133_CRR504884	PRJCA009749	CRR504884	Luyuan133
1897	Luyuan92_SRR11301869	PRJNA609577	SRR11301869	Luyuan92
1898	Luyuan92_SRR11301870	PRJNA609577	SRR11301870	Luyuan92
1899	Luyuan92_SRR11301871	PRJNA609577	SRR11301871	Luyuan92
1900	Lv10_SRR11301817	PRJNA609577	SRR11301817	Lv10
1901	Lv28_SRR11301903	PRJNA609577	SRR11301903	Lv28
1902	Lv28_SRR11301904	PRJNA609577	SRR11301904	Lv28
1903	LV28_SRR8907091	PRJNA531553	SRR8907091	LV28
1904	Lv28_CRR505012	PRJCA009749	CRR505012	Lv28
1905	Lv9kuan_SRR11301863	PRJNA609577	SRR11301863	Lv9kuan
1906	Lv9kuan_SRR11301864	PRJNA609577	SRR11301864	Lv9kuan
1907	lx00_1_CRR504593	PRJCA009749	CRR504593	lx00_1
1908	Lx03_2_SRR11301888	PRJNA609577	SRR11301888	Lx03_2
1909	lx03_2_CRR505419	PRJCA009749	CRR505419	lx03_2
1910	lx08_8_CRR505418	PRJCA009749	CRR505418	lx08_8
1911	LX3999_CRR505714	PRJCA009749	CRR505714	LX3999
1912	Lx9801_SRR11301553	PRJNA609577	SRR11301553	Lx9801
1913	Lx9801_SRR11301554	PRJNA609577	SRR11301554	Lx9801
1914	Lx9801_SRR11301555	PRJNA609577	SRR11301555	Lx9801
1915	Lx9801_CRR505654	PRJCA009749	CRR505654	Lx9801
1916	LXN_SRR8906904	PRJNA531553	SRR8906904	LXN
1917	LY_SRR8906684	PRJNA531553	SRR8906684	LY
1918	LY042_SRR8906837	PRJNA531553	SRR8906837	LY042
1919	LY16F_SRR11302096	PRJNA609577	SRR11302096	LY16F
1920	LY2211_CRR504691	PRJCA009749	CRR504691	LY2211
1921	ly328_CRR504690	PRJCA009749	CRR504690	ly328
1922	ly5405_CRR504713	PRJCA009749	CRR504713	ly5405
1923	ly5502_CRR504714	PRJCA009749	CRR504714	ly5502
1924	ly5711_CRR504850	PRJCA009749	CRR504850	ly5711
1925	ly5901_CRR504716	PRJCA009749	CRR504716	ly5901
1926	M05N32_CRR504644	PRJCA009749	CRR504644	M05N32
1927	M08N144_CRR504653	PRJCA009749	CRR504653	M08N144
1928	M08N171_CRR504638	PRJCA009749	CRR504638	M08N171
1929	M09N041_CRR504643	PRJCA009749	CRR504643	M09N041
1930	M09N160_CRR504659	PRJCA009749	CRR504659	M09N160
1931	M14_SRR11301969	PRJNA609577	SRR11301969	M14
1932	M15044_CRR504670	PRJCA009749	CRR504670	M15044
1933	M15131_CRR504680	PRJCA009749	CRR504680	M15131
1934	M15208_CRR504672	PRJCA009749	CRR504672	M15208
1935	M153_SRR8907001	PRJNA531553	SRR8907001	M153
1936	M162W_ERR3307883	PRJEB31061	ERR3307883	M162W
1937	M165_SRR8907089	PRJNA531553	SRR8907089	M165
1938	M340x_CRR505663	PRJCA009749	CRR505663	M340x
1939	M35119_CRR504671	PRJCA009749	CRR504671	M35119
1940	M35124_CRR504678	PRJCA009749	CRR504678	M35124
1941	M35457_CRR504673	PRJCA009749	CRR504673	M35457
1942	M37W_ERR3307884	PRJEB31061	ERR3307884	M37W
1943	M37W_SRR5976317	PRJNA399729	SRR5976317	M37W
1944	M45172_CRR504669	PRJCA009749	CRR504669	M45172
1945	M45199_CRR504675	PRJCA009749	CRR504675	M45199
1946	M45589_CRR504668	PRJCA009749	CRR504668	M45589
1947	M54Rel_CRR505593	PRJCA009749	CRR505593	M54Rel
1948	M6021C546_CRR504651	PRJCA009749	CRR504651	M6021C546
1949	M75_CRR504648	PRJCA009749	CRR504648	M75
1950	M9_SRR11302155	PRJNA609577	SRR11302155	M9
1951	M97_SRR8906757	PRJNA531553	SRR8906757	M97
1952	M9N165_CRR504654	PRJCA009749	CRR504654	M9N165
1953	MBSJ_CRR505240	PRJCA009749	CRR505240	MBSJ
1954	MBST_CRR505323	PRJCA009749	CRR505323	MBST
1955	MBUB_SRR11301954	PRJNA609577	SRR11301954	MBUB
1956	MBUB_SRR11301955	PRJNA609577	SRR11301955	MBUB
1957	MC3361_CRR505742	PRJCA009749	CRR505742	MC3361
1958	MC3362_CRR505743	PRJCA009749	CRR505743	MC3362
1959	MC3366_CRR505745	PRJCA009749	CRR505745	MC3366
1960	MC3367_CRR505746	PRJCA009749	CRR505746	MC3367
1961	MC5831_CRR505719	PRJCA009749	CRR505719	MC5831
1962	MC5832_CRR505720	PRJCA009749	CRR505720	MC5832
1963	MC5837_CRR505724	PRJCA009749	CRR505724	MC5837
1964	MC5841_CRR505728	PRJCA009749	CRR505728	MC5841
1965	MC5842_CRR505729	PRJCA009749	CRR505729	MC5842
1966	MC5843_CRR505730	PRJCA009749	CRR505730	MC5843
1967	MC5844_CRR505731	PRJCA009749	CRR505731	MC5844
1968	MC5846_CRR505733	PRJCA009749	CRR505733	MC5846
1969	MC6179_CRR504227	PRJCA009749	CRR504227	MC6179
1970	MC6231_CRR505737	PRJCA009749	CRR505737	MC6231
1971	MC6235_CRR505740	PRJCA009749	CRR505740	MC6235
1972	MC6236_CRR505741	PRJCA009749	CRR505741	MC6236
1973	MC9269_CRR504235	PRJCA009749	CRR504235	MC9269
1974	MC9270_CRR504236	PRJCA009749	CRR504236	MC9270
1975	MC9274_CRR504237	PRJCA009749	CRR504237	MC9274
1976	MC9282_CRR504238	PRJCA009749	CRR504238	MC9282
1977	MC9287_CRR504239	PRJCA009749	CRR504239	MC9287
1978	MC9288_CRR504240	PRJCA009749	CRR504240	MC9288
1979	MC9300_CRR504243	PRJCA009749	CRR504243	MC9300
1980	Meng17j07_CRR505622	PRJCA009749	CRR505622	Meng17j07
1981	Meng17j29_CRR505643	PRJCA009749	CRR505643	Meng17j29
1982	Ming2325_CRR504479	PRJCA009749	CRR504479	Ming2325
1983	ML606_SRR11301983	PRJNA609577	SRR11301983	ML606
1984	ML606_SRR11301984	PRJNA609577	SRR11301984	ML606
1985	ML606_CRR505366	PRJCA009749	CRR505366	ML606
1986	MM-1A_SRR5976322	PRJNA399729	SRR5976322	MM-1A
1987	MM402A_CRR505243	PRJCA009749	CRR505243	MM402A
1988	MN_SRR8907011	PRJNA531553	SRR8907011	MN
1989	MO113_SRR8906983	PRJNA531553	SRR8906983	MO113
1990	Mo113_CRR504375	PRJCA009749	CRR504375	Mo113
1991	MO13_ERR10289354	PRJEB56320	ERR10289354	MO13
1992	MO15W_ERR10289352	PRJEB56320	ERR10289352	MO15W
1993	Mo15W_inra_ERR1462677	PRJEB14212	ERR1462677	Mo15W_inra
1994	MO16W_ERR10289348	PRJEB56320	ERR10289348	MO16W
1995	Mo17_SRR1575517	PRJNA260788	SRR1575517	Mo17
1996	Mo17_SRR5976302	PRJNA399729	SRR5976302	Mo17
1997	MO17_SRR8907080	PRJNA531553	SRR8907080	MO17
1998	Mo18W_ERR3307885	PRJEB31061	ERR3307885	Mo18W
1999	MO18W_SRR11301796	PRJNA609577	SRR11301796	MO18W
2000	MO18W_SRR11301797	PRJNA609577	SRR11301797	MO18W
2001	MO23W_ERR10289351	PRJEB56320	ERR10289351	MO23W
2002	Mo24W_SRR11301982	PRJNA609577	SRR11301982	Mo24W
2003	MO28W_ERR10289347	PRJEB56320	ERR10289347	MO28W
2004	MO3_ERR10289344	PRJEB56320	ERR10289344	MO3
2005	MO30W_ERR10289349	PRJEB56320	ERR10289349	MO30W
2006	MO39_ERR10289345	PRJEB56320	ERR10289345	MO39
2007	MO5_ERR10289350	PRJEB56320	ERR10289350	MO5
2008	MO7_ERR10289341	PRJEB56320	ERR10289341	MO7
2009	MQ305_SRR11301897	PRJNA609577	SRR11301897	MQ305
2010	MR01_JDHMV2_ERR1462720	PRJEB14212	ERR1462720	MR01_JDHMV2
2011	MR05_JDHMV2_ERR1462701	PRJEB14212	ERR1462701	MR05_JDHMV2
2012	MR07_JDHMV2_ERR1462702	PRJEB14212	ERR1462702	MR07_JDHMV2
2013	MR08_JDHMV2_ERR1462719	PRJEB14212	ERR1462719	MR08_JDHMV2
2014	MR09_JDHMV2_ERR1462704	PRJEB14212	ERR1462704	MR09_JDHMV2
2015	MR18_JDHMV2_ERR1462703	PRJEB14212	ERR1462703	MR18_JDHMV2
2016	MR23_JDHMV2_ERR1462717	PRJEB14212	ERR1462717	MR23_JDHMV2
2017	MR25_JDHMV2_ERR1462700	PRJEB14212	ERR1462700	MR25_JDHMV2
2018	MS106_ERR10289338	PRJEB56320	ERR10289338	MS106
2019	MS12_ERR10289343	PRJEB56320	ERR10289343	MS12
2020	MS142_ERR10289346	PRJEB56320	ERR10289346	MS142
2021	MS153_SRR11301694	PRJNA609577	SRR11301694	MS153
2022	MS153_SRR11301695	PRJNA609577	SRR11301695	MS153
2023	MS153_SRR11301696	PRJNA609577	SRR11301696	MS153
2024	MS222_ERR10289339	PRJEB56320	ERR10289339	MS222
2025	MS223_ERR10289336	PRJEB56320	ERR10289336	MS223
2026	MS71_ERR3307886	PRJEB31061	ERR3307886	MS71
2027	MS71_ERR3307887	PRJEB31061	ERR3307887	MS71
2028	MS71_ERR3307888	PRJEB31061	ERR3307888	MS71
2029	MS71_ERR3307889	PRJEB31061	ERR3307889	MS71
2030	Mt42_SRR11301724	PRJNA609577	SRR11301724	Mt42
2031	MZ_315_CRR504639	PRJCA009749	CRR504639	MZ_315
2032	N199_ERR10289342	PRJEB56320	ERR10289342	N199
2033	N216_ERR10289330	PRJEB56320	ERR10289330	N216
2034	N22_inra_ERR1462678	PRJEB14212	ERR1462678	N22_inra
2035	N28_SRR11301726	PRJNA609577	SRR11301726	N28
2036	N42_CRR505688	PRJCA009749	CRR505688	N42
2037	N534_ERR10289335	PRJEB56320	ERR10289335	N534
2038	N538_ERR10289333	PRJEB56320	ERR10289333	N538
2039	N540_ERR10289337	PRJEB56320	ERR10289337	N540
2040	N545_ERR10289334	PRJEB56320	ERR10289334	N545
2041	N6_SRR5976474	PRJNA399729	SRR5976474	N6
2042	N6_inra_ERR1462679	PRJEB14212	ERR1462679	N6_inra
2043	Nan21_3_SRR11301761	PRJNA609577	SRR11301761	Nan21_3
2044	Nan21_3_SRR11302068	PRJNA609577	SRR11302068	Nan21_3
2045	NAN21-3_SRR8907100	PRJNA531553	SRR8907100	NAN21-3
2046	Nan5_CRR504297	PRJCA009749	CRR504297	Nan5
2047	Nan7041_5_CRR504730	PRJCA009749	CRR504730	Nan7041_5
2048	NC13_ERR10289332	PRJEB56320	ERR10289332	NC13
2049	NC222_inra_ERR1462680	PRJEB14212	ERR1462680	NC222_inra
2050	NC268_CRR504185	PRJCA009749	CRR504185	NC268
2051	NC292_CRR505169	PRJCA009749	CRR505169	NC292
2052	NC294_CRR505209	PRJCA009749	CRR505209	NC294
2053	NC310_CRR505210	PRJCA009749	CRR505210	NC310
2054	NC350_ERR3307890	PRJEB31061	ERR3307890	NC350
2055	NC350_ERR3307891	PRJEB31061	ERR3307891	NC350
2056	NC350_ERR3307892	PRJEB31061	ERR3307892	NC350
2057	NC350_ERR3307893	PRJEB31061	ERR3307893	NC350
2058	ND1_ERR10289328	PRJEB56320	ERR10289328	ND1
2059	ND1_inra_ERR1462682	PRJEB14212	ERR1462682	ND1_inra
2060	ND167_ERR10289326	PRJEB56320	ERR10289326	ND167
2061	ND230_ERR10289331	PRJEB56320	ERR10289331	ND230
2062	ND245_ERR10289327	PRJEB56320	ERR10289327	ND245
2063	ND249_ERR10289329	PRJEB56320	ERR10289329	ND249
2064	ND251_ERR10289323	PRJEB56320	ERR10289323	ND251
2065	ND255_SRR11301827	PRJNA609577	SRR11301827	ND255
2066	ND255_SRR11301828	PRJNA609577	SRR11301828	ND255
2067	ND255_SRR11301830	PRJNA609577	SRR11301830	ND255
2068	ND260_ERR10289325	PRJEB56320	ERR10289325	ND260
2069	ND262_ERR10289320	PRJEB56320	ERR10289320	ND262
2070	ND283_ERR10289324	PRJEB56320	ERR10289324	ND283
2071	ND283_inra_ERR1462683	PRJEB14212	ERR1462683	ND283_inra
2072	ND287_ERR10289322	PRJEB56320	ERR10289322	ND287
2073	ND30_inra_ERR1462684	PRJEB14212	ERR1462684	ND30_inra
2074	Ning36_CRR504912	PRJCA009749	CRR504912	Ning36
2075	Ning37_CRR504917	PRJCA009749	CRR504917	Ning37
2076	NK794_ERR10289319	PRJEB56320	ERR10289319	NK794
2077	NK907_ERR10289318	PRJEB56320	ERR10289318	NK907
2078	NKBCC03_ERR10289316	PRJEB56320	ERR10289316	NKBCC03
2079	NKNP901_ERR10289317	PRJEB56320	ERR10289317	NKNP901
2080	NL001_SRR11301749	PRJNA609577	SRR11301749	NL001
2081	NL001_SRR11301750	PRJNA609577	SRR11301750	NL001
2082	NL001_CRR505233	PRJCA009749	CRR505233	NL001
2083	NMJT_SRR8906898	PRJNA531553	SRR8906898	NMJT
2084	NO-380_ERR10289314	PRJEB56320	ERR10289314	NO-380
2085	NORTH7_ERR10289315	PRJEB56320	ERR10289315	NORTH7
2086	NP87_ERR10289312	PRJEB56320	ERR10289312	NP87
2087	NQ402_ERR10289313	PRJEB56320	ERR10289313	NQ402
2088	NS501_CRR505329	PRJCA009749	CRR505329	NS501
2089	NS701_CRR505306	PRJCA009749	CRR505306	NS701
2090	NY_166__NEVEH_Y_ERR10289307	PRJEB56320	ERR10289307	NY_166__NEVEH_Y
2091	NY159_NEVEHYAAR_ERR10289308	PRJEB56320	ERR10289308	NY159_NEVEHYAAR
2092	NY303_inra_ERR1462686	PRJEB14212	ERR1462686	NY303_inra
2093	NYS302_inra_ERR1462687	PRJEB14212	ERR1462687	NYS302_inra
2094	OH3167B_ERR10289309	PRJEB56320	ERR10289309	OH3167B
2095	Oh40B_SRR5976276	PRJNA399729	SRR5976276	Oh40B
2096	Oh43_ERR3307894	PRJEB31061	ERR3307894	Oh43
2097	Oh43_ERR3307895	PRJEB31061	ERR3307895	Oh43
2098	Oh43_ERR3307896	PRJEB31061	ERR3307896	Oh43
2099	Oh43_ERR3307897	PRJEB31061	ERR3307897	Oh43
2100	Oh43_SRR11302060	PRJNA609577	SRR11302060	Oh43
2101	Oh43E_CRR505212	PRJCA009749	CRR505212	Oh43E
2102	Oh7_SRR11301785	PRJNA609577	SRR11301785	Oh7
2103	Oh7_SRR11301786	PRJNA609577	SRR11301786	Oh7
2104	Oh7B_ERR3307898	PRJEB31061	ERR3307898	Oh7B
2105	Oh7B_ERR3307899	PRJEB31061	ERR3307899	Oh7B
2106	Oh7B_ERR3307900	PRJEB31061	ERR3307900	Oh7B
2107	Oh7B_ERR3307901	PRJEB31061	ERR3307901	Oh7B
2108	OO6_CRR504909	PRJCA009749	CRR504909	OO6
2109	OQ101_ERR10289303	PRJEB56320	ERR10289303	OQ101
2110	OQ101_SRR11301896	PRJNA609577	SRR11301896	OQ101
2111	OQ403_SRR11302182	PRJNA609577	SRR11302182	OQ403
2112	OQ403_SRR11302183	PRJNA609577	SRR11302183	OQ403
2113	OQ601_ERR10289302	PRJEB56320	ERR10289302	OQ601
2114	OQ603_CRR505330	PRJCA009749	CRR505330	OQ603
2115	OS426_ERR10289310	PRJEB56320	ERR10289310	OS426
2116	OS602_SRR11302180	PRJNA609577	SRR11302180	OS602
2117	OS602_SRR11302181	PRJNA609577	SRR11302181	OS602
2118	P138_SRR11301579	PRJNA609577	SRR11301579	P138
2119	P138_SRR11301580	PRJNA609577	SRR11301580	P138
2120	P138_SRR8906652	PRJNA531553	SRR8906652	P138
2121	P178_SRR8906912	PRJNA531553	SRR8906912	P178
2122	P28_CRR505575	PRJCA009749	CRR505575	P28
2123	P39_ERR3307902	PRJEB31061	ERR3307902	P39
2124	P39_ERR3307903	PRJEB31061	ERR3307903	P39
2125	P39_ERR3307904	PRJEB31061	ERR3307904	P39
2126	P39_ERR3307905	PRJEB31061	ERR3307905	P39
2127	P39_su_CRR505081	PRJCA009749	CRR505081	P39_su
2128	P6WC_SRR8907078	PRJNA531553	SRR8907078	P6WC
2129	PA392_ERR10289306	PRJEB56320	ERR10289306	PA392
2130	PA405_ERR10289300	PRJEB56320	ERR10289300	PA405
2131	PA468_ERR10289304	PRJEB56320	ERR10289304	PA468
2132	PA778_ERR10289301	PRJEB56320	ERR10289301	PA778
2133	PA891_ERR10289311	PRJEB56320	ERR10289311	PA891
2134	Par_N16_ERR11202955	PRJEB61159	ERR11202955	Par_N16
2135	PB18_inra_ERR1462688	PRJEB14212	ERR1462688	PB18_inra
2136	PB79-2_inra_ERR1462690	PRJEB14212	ERR1462690	PB79-2_inra
2137	PB80_CRR505464	PRJCA009749	CRR505464	PB80
2138	PB86_inra_ERR1462691	PRJEB14212	ERR1462691	PB86_inra
2139	PDZ37_SSD23_ERR1462706	PRJEB14212	ERR1462706	PDZ37_SSD23
2140	PDZ666-102_ERR1462708	PRJEB14212	ERR1462708	PDZ666-102
2141	PDZ668-101_ERR1462713	PRJEB14212	ERR1462713	PDZ668-101
2142	PDZ676-103_ERR1462707	PRJEB14212	ERR1462707	PDZ676-103
2143	PDZ682-101_ERR1462718	PRJEB14212	ERR1462718	PDZ682-101
2144	PDZ689-201_ERR1462714	PRJEB14212	ERR1462714	PDZ689-201
2145	PDZ737-101_ERR1462716	PRJEB14212	ERR1462716	PDZ737-101
2146	PDZ741-101_ERR1462715	PRJEB14212	ERR1462715	PDZ741-101
2147	PH207_SRR11301890	PRJNA609577	SRR11301890	PH207
2148	PH207_SRR1575518	PRJNA260788	SRR1575518	PH207
2149	PH4VC_SRR8906656	PRJNA531553	SRR8906656	PH4VC
2150	PH5HK_ERR10289305	PRJEB56320	ERR10289305	PH5HK
2151	PHAW6_ERR10289299	PRJEB56320	ERR10289299	PHAW6
2152	PHAW6_CRR505448	PRJCA009749	CRR505448	PHAW6
