BioProject	Run	Common Name
PRJNA609577	SRR11301762	Zaodahuang
PRJNA609577	SRR11301763	Chang72
PRJNA609577	SRR11301764	832
PRJNA609577	SRR11301765	803
PRJNA609577	SRR11301766	803
PRJNA609577	SRR11301767	Wenhuang31413
PRJNA609577	SRR11301768	Wenhuang31413
PRJNA609577	SRR11301769	434
PRJNA609577	SRR11301770	434
PRJNA609577	SRR11301771	Hai014
PRJNA609577	SRR11301772	4112
PRJNA609577	SRR11301773	Ji876
PRJNA609577	SRR11301774	4F1
PRJNA609577	SRR11301775	4F1
PRJNA609577	SRR11301776	812
PRJNA609577	SRR11301777	812
PRJNA609577	SRR11301778	446
PRJNA609577	SRR11301779	446
PRJNA609577	SRR11301780	Yan414
PRJNA609577	SRR11301781	Yan414
PRJNA609577	SRR11301782	CI66
PRJNA609577	SRR11301783	CI66
PRJNA609577	SRR11301784	Dahuang46
PRJNA609577	SRR11301785	Oh7
PRJNA609577	SRR11301786	Oh7
PRJNA609577	SRR11301787	KY228
PRJNA609577	SRR11301788	KY228
PRJNA609577	SRR11301789	CM105
PRJNA609577	SRR11301790	CM105
PRJNA609577	SRR11301791	B57
PRJNA609577	SRR11301792	B57
PRJNA609577	SRR11301793	B69
PRJNA609577	SRR11301794	B69
PRJNA609577	SRR11301795	Hua94
PRJNA609577	SRR11301796	MO18W
PRJNA609577	SRR11301797	MO18W
PRJNA609577	SRR11301798	B64
PRJNA609577	SRR11301799	B64
PRJNA609577	SRR11301806	Liao2202
PRJNA609577	SRR11301810	B8
PRJNA609577	SRR11301811	B8
PRJNA609577	SRR11301812	B8
PRJNA609577	SRR11301817	Lv10
PRJNA609577	SRR11301825	C46
PRJNA609577	SRR11301826	C46
PRJNA609577	SRR11301827	ND255
PRJNA609577	SRR11301828	ND255
PRJNA609577	SRR11301829	Baihe43
PRJNA609577	SRR11301830	ND255
PRJNA609577	SRR11301840	334_1
PRJNA609577	SRR11301845	Qi205
PRJNA609577	SRR11301846	Qi205
PRJNA609577	SRR11301847	Zheng22
PRJNA609577	SRR11301848	Zheng22
PRJNA609577	SRR11301849	Dan340
PRJNA609577	SRR11301850	Dan340
PRJNA609577	SRR11301854	S37
PRJNA609577	SRR11301855	PHR30
PRJNA609577	SRR11301856	S37
PRJNA609577	SRR11301857	Ji63
PRJNA609577	SRR11301858	Ji63
PRJNA609577	SRR11301859	Dong237
PRJNA609577	SRR11301860	Dong237
PRJNA609577	SRR11301861	Chang3
PRJNA609577	SRR11301862	Chang3
PRJNA609577	SRR11301863	Lv9kuan
PRJNA609577	SRR11301864	Lv9kuan
PRJNA609577	SRR11301865	48_2
PRJNA609577	SRR11301866	PHBA6
PRJNA609577	SRR11301867	48_2
PRJNA609577	SRR11301868	48_2
PRJNA609577	SRR11301869	Luyuan92
PRJNA609577	SRR11301870	Luyuan92
PRJNA609577	SRR11301871	Luyuan92
PRJNA609577	SRR11301872	Dong46
PRJNA609577	SRR11301873	LH215
PRJNA609577	SRR11301874	LH215
PRJNA609577	SRR11301875	LH196
PRJNA609577	SRR11301876	LH162
PRJNA609577	SRR11301877	LH196
PRJNA609577	SRR11301884	WIL_22
PRJNA609577	SRR11301885	WIL_25
PRJNA609577	SRR11301886	WIL_6
PRJNA609577	SRR11301887	LH205
PRJNA609577	SRR11301888	Lx03_2
PRJNA609577	SRR11301889	DH40
PRJNA609577	SRR11301890	PH207
PRJNA609577	SRR11301891	Y223
PRJNA609577	SRR11301892	811A
PRJNA609577	SRR11301893	Fu8501
PRJNA609577	SRR11301894	Luosu3
PRJNA609577	SRR11301895	PHGG7
PRJNA609577	SRR11301896	OQ101
PRJNA609577	SRR11301897	MQ305
PRJNA609577	SRR11301898	LH195
PRJNA609577	SRR11301901	18_599
PRJNA609577	SRR11301902	PHH93
PRJNA609577	SRR11301903	Lv28
PRJNA609577	SRR11301904	Lv28
PRJNA609577	SRR11301905	LH193
PRJNA609577	SRR11301906	Zong31
PRJNA609577	SRR11301907	Zong31
PRJNA609577	SRR11301908	87_1
PRJNA609577	SRR11301909	87_1
PRJNA609577	SRR11301910	Wu109
PRJNA609577	SRR11301911	Wu109
PRJNA609577	SRR11301916	RS_710
PRJNA609577	SRR11301932	CS405
PRJNA609577	SRR11301933	CS405
PRJNA609577	SRR11301934	ICI_893
PRJNA609577	SRR11301935	ICI_893
PRJNA609577	SRR11301936	ICI_441
PRJNA609577	SRR11301937	K14
PRJNA609577	SRR11301938	ICI_441
PRJNA609577	SRR11301939	ICI_193
PRJNA609577	SRR11301940	ICI_193
PRJNA609577	SRR11301941	LH222
PRJNA609577	SRR11301942	LH222
PRJNA609577	SRR11301943	LH214
PRJNA609577	SRR11301944	LH214
PRJNA609577	SRR11301945	83IBI3
PRJNA609577	SRR11301946	83IBI3
PRJNA609577	SRR11301947	LIBC_4
PRJNA609577	SRR11301948	Weifeng322
PRJNA609577	SRR11301949	LIBC_4
PRJNA609577	SRR11301950	F118
PRJNA609577	SRR11301951	F118
PRJNA609577	SRR11301952	LH209
PRJNA609577	SRR11301953	LH209
PRJNA609577	SRR11301954	MBUB
PRJNA609577	SRR11301955	MBUB
PRJNA609577	SRR11301956	29MIBZ2
PRJNA609577	SRR11301961	PHM81
PRJNA609577	SRR11301962	LH206
PRJNA609577	SRR11301963	LH163
PRJNA609577	SRR11301964	LH127
PRJNA609577	SRR11301965	2FACC
PRJNA609577	SRR11301967	PHW43
PRJNA609577	SRR11301968	PHP55
PRJNA609577	SRR11301969	M14
PRJNA609577	SRR11301970	WIL_8
PRJNA609577	SRR11301971	WIL_7
PRJNA609577	SRR11301972	WIL_11
PRJNA609577	SRR11301973	Baiye4
PRJNA609577	SRR11301974	8723
PRJNA609577	SRR11301975	WIL_14
PRJNA609577	SRR11301976	WIL_3
PRJNA609577	SRR11301978	F42
PRJNA609577	SRR11301979	CT52C
PRJNA609577	SRR11301980	PHG35
PRJNA609577	SRR11301981	WIL_5
PRJNA609577	SRR11301982	Mo24W
PRJNA609577	SRR11301983	ML606
PRJNA609577	SRR11301984	ML606
PRJNA609577	SRR11301985	29MIBZ2
PRJNA609577	SRR11301986	PHR58
PRJNA609577	SRR11301987	C103
PRJNA609577	SRR11301989	PHR58
PRJNA609577	SRR11301995	PHN66
PRJNA609577	SRR11301997	PHJ90
PRJNA609577	SRR11301998	PHJ90
PRJNA609577	SRR11301999	B14
PRJNA609577	SRR11302005	PHJ89
PRJNA609577	SRR11302006	PHJ89
PRJNA609577	SRR11302007	Lp215D
PRJNA609577	SRR11302008	Lp215D
PRJNA609577	SRR11302010	Aiji205
PRJNA609577	SRR11302013	HuangC
PRJNA609577	SRR11302014	618
PRJNA609577	SRR11302016	HuangC
PRJNA609577	SRR11302017	Ernan24
PRJNA609577	SRR11302018	Ernan24
PRJNA609577	SRR11302019	H21
PRJNA609577	SRR11302020	H21
PRJNA609577	SRR11302021	5237
PRJNA609577	SRR11302022	5237
PRJNA609577	SRR11302023	485
PRJNA609577	SRR11302024	485
PRJNA609577	SRR11302025	9010
PRJNA609577	SRR11302026	Longkang1
PRJNA609577	SRR11302027	9010
PRJNA609577	SRR11302028	Dan360
PRJNA609577	SRR11302029	Dan360
PRJNA609577	SRR11302030	Liao9586
PRJNA609577	SRR11302031	Liao9586
PRJNA609577	SRR11302032	Si273
PRJNA609577	SRR11302033	Si273
PRJNA609577	SRR11302034	Ying64
PRJNA609577	SRR11302035	Ying64
PRJNA609577	SRR11302036	Dian11
PRJNA609577	SRR11302037	Diangu11A
PRJNA609577	SRR11302038	Dian11
PRJNA609577	SRR11302039	81565
PRJNA609577	SRR11302040	81565
PRJNA609577	SRR11302041	Ye8001
PRJNA609577	SRR11302042	Ye8001
PRJNA609577	SRR11302043	C8605_2
PRJNA609577	SRR11302044	C8605_2
PRJNA609577	SRR11302045	8902
PRJNA609577	SRR11302046	8902
PRJNA609577	SRR11302047	Huang428
PRJNA609577	SRR11302048	Ken44
PRJNA609577	SRR11302049	Huang428
PRJNA609577	SRR11302050	H152
PRJNA609577	SRR11302051	H152
PRJNA609577	SRR11302052	Danhuang02
PRJNA609577	SRR11302053	Danhuang02
PRJNA609577	SRR11302054	ZaC546
PRJNA609577	SRR11302055	ZaC546
PRJNA609577	SRR11302056	HZ85
PRJNA609577	SRR11302057	HZ85
PRJNA609577	SRR11302058	Dan599
PRJNA609577	SRR11302059	Dong17
PRJNA609577	SRR11302060	Oh43
PRJNA609577	SRR11302061	Cheng18
PRJNA609577	SRR11302062	7327
PRJNA609577	SRR11302063	Ji533
PRJNA609577	SRR11302064	Suwan1611
PRJNA609577	SRR11302065	Suwan1611
PRJNA609577	SRR11302066	Ye52106
PRJNA609577	SRR11302067	Ye52106
PRJNA609577	SRR11302068	Nan21_3
PRJNA609577	SRR11302070	H49
PRJNA609577	SRR11302073	Dan598
PRJNA609577	SRR11302074	Dan598
PRJNA609577	SRR11302075	Dan598
PRJNA609577	SRR11302080	A801
PRJNA609577	SRR11302086	WIL_19
PRJNA609577	SRR11302087	WIL_19
PRJNA609577	SRR11302088	WIL_19
PRJNA609577	SRR11302089	WIL_20
PRJNA609577	SRR11302090	WIL_20
PRJNA609577	SRR11302091	DH65232
PRJNA609577	SRR11302092	WIL_20
PRJNA609577	SRR11302096	LY16F
PRJNA609577	SRR11302099	WIL_17
PRJNA609577	SRR11302100	WIL_17
PRJNA609577	SRR11302101	WIL_17
PRJNA609577	SRR11302102	Baihunhuang
PRJNA609577	SRR11302103	WIL_18
PRJNA609577	SRR11302104	WIL_18
PRJNA609577	SRR11302105	WIL_18
PRJNA609577	SRR11302106	Jian1495b
PRJNA609577	SRR11302107	Jian1495b
PRJNA609577	SRR11302108	Jian1495b
PRJNA609577	SRR11302109	Jian1495a
PRJNA609577	SRR11302110	178
PRJNA609577	SRR11302111	Huangzaosi
PRJNA609577	SRR11302112	WIL_16
PRJNA609577	SRR11302113	Xu052
PRJNA609577	SRR11302114	Xun92_8
PRJNA609577	SRR11302115	Xun92_8
PRJNA609577	SRR11302116	Q1261
PRJNA609577	SRR11302117	Q1261
PRJNA609577	SRR11302118	Denghai4866
PRJNA609577	SRR11302119	Denghai4866
PRJNA609577	SRR11302120	32
PRJNA609577	SRR11302121	32
PRJNA609577	SRR11302122	Ye107
PRJNA609577	SRR11302123	Ye107
PRJNA609577	SRR11302124	PHWG5
PRJNA609577	SRR11302125	ICI_740
PRJNA609577	SRR11302126	912
PRJNA609577	SRR11302127	911
PRJNA609577	SRR11302128	PHR55
PRJNA609577	SRR11302129	PHW51
PRJNA609577	SRR11302130	LH192
PRJNA609577	SRR11302131	LH202
PRJNA609577	SRR11302132	S7913
PRJNA609577	SRR11302133	B12
PRJNA609577	SRR11302134	Ay420
PRJNA609577	SRR11302135	H105W
PRJNA609577	SRR11302136	WIL_27
PRJNA609577	SRR11302137	WIL_28
PRJNA609577	SRR11302138	WIL_26
PRJNA609577	SRR11302139	WIL_12
PRJNA609577	SRR11302140	WIL_13
PRJNA609577	SRR11302141	WIL_9
PRJNA609577	SRR11302142	WIL_10
PRJNA609577	SRR11302143	WIL_4
PRJNA609577	SRR11302144	B37
PRJNA609577	SRR11302145	Ji53
PRJNA609577	SRR11302147	Ye502
PRJNA609577	SRR11302148	WIL_1
PRJNA609577	SRR11302149	WIL_2
PRJNA609577	SRR11302150	A659
PRJNA609577	SRR11302151	Shuang741
PRJNA609577	SRR11302152	3H_2
PRJNA609577	SRR11302153	B98
PRJNA609577	SRR11302154	FusheA
PRJNA609577	SRR11302155	M9
PRJNA609577	SRR11302156	Yu82
PRJNA609577	SRR11302158	PHG39
PRJNA609577	SRR11302159	ZK11M
PRJNA609577	SRR11302160	PHT73
PRJNA609577	SRR11302161	LH213
PRJNA609577	SRR11302162	ZS01250
PRJNA609577	SRR11302163	ZS01250
PRJNA609577	SRR11302164	6M502A
PRJNA609577	SRR11302165	904
PRJNA609577	SRR11302166	904
PRJNA609577	SRR11302174	PHVA9
PRJNA609577	SRR11302175	PHT55
PRJNA609577	SRR11302176	PHVA9
PRJNA609577	SRR11302177	PHV53
PRJNA609577	SRR11302178	PHPR5
PRJNA609577	SRR11302179	PHP85
PRJNA609577	SRR11302180	OS602
PRJNA609577	SRR11302181	OS602
PRJNA609577	SRR11302182	OQ403
PRJNA609577	SRR11302183	OQ403
PRJNA609577	SRR11302186	Tian4
PRJNA609577	SRR11302189	LH191
PRJNA609577	SRR11302190	LH190
PRJNA609577	SRR11302191	27_263
PRJNA609577	SRR11302192	LH190
PRJNA609577	SRR11302193	LH160
PRJNA609577	SRR11302194	LH160
PRJNA609577	SRR11302195	PHN82
PRJNA609577	SRR11302196	PHN82
PRJNA609577	SRR11302197	E8501
PRJNA609577	SRR11302198	E8501
PRJNA641489	SRR12460347	ACC.29778
PRJNA641489	SRR12460348	ACC.12825
PRJNA641489	SRR12460349	ACC.29777
PRJNA641489	SRR12460350	ACC.29776
PRJNA641489	SRR12460351	ACC.29774
PRJNA641489	SRR12460352	ACC.8768
PRJNA641489	SRR12460353	ACC.29772
PRJNA641489	SRR12460354	ACC.29771
PRJNA641489	SRR12460355	ACC.29770
PRJNA641489	SRR12460356	ACC.29769
PRJNA641489	SRR12460357	ACC.29783
PRJNA641489	SRR12460358	ACC.29780
PRJNA641489	SRR12460359	ACC.29779
PRJNA641489	SRR12460360	ACC.29768
PRJNA641489	SRR12460361	ACC.27495
PRJNA641489	SRR12460362	ACC.27494
PRJNA641489	SRR12460363	ACC.8767
PRJNA641489	SRR12460364	ACC.27493
PRJNA641489	SRR12460365	ACC.27492
PRJNA641489	SRR12460366	ACC.27491
PRJNA641489	SRR12460367	ACC.27490
PRJNA641489	SRR12460368	ACC.27489
PRJNA641489	SRR12460369	ACC.27488
PRJNA641489	SRR12460370	ACC.27479b
PRJNA641489	SRR12460371	ACC.27481b
PRJNA641489	SRR12460372	ACC.27487
PRJNA641489	SRR12460373	ACC.27483
PRJNA641489	SRR12460374	ACC.8766
PRJNA641489	SRR12460375	ACC.27482
PRJNA641489	SRR12460376	ACC.8758
PRJNA641489	SRR12460377	ACC.8759
PRJNA641489	SRR12460378	ACC.8749
PRJNA641489	SRR12460379	ACC.11397
PRJNA641489	SRR12460380	ACC.11407
PRJNA641489	SRR12460381	ACC.11406
PRJNA641489	SRR12460382	ACC.11405
PRJNA641489	SRR12460383	ACC.11396
PRJNA641489	SRR12460384	ACC.8755
PRJNA641489	SRR12460385	ACC.11392
PRJNA641489	SRR12460386	ACC.11391
PRJNA641489	SRR12460387	ACC.11390
PRJNA641489	SRR12460388	ACC.11389
PRJNA641489	SRR12460389	ACC.11388
PRJNA641489	SRR12460390	ACC.11387
PRJNA641489	SRR12460391	ACC.11386
PRJNA641489	SRR12460392	ACC.11385
PRJNA641489	SRR12460393	ACC.11395
PRJNA641489	SRR12460394	ACC.11394
PRJNA641489	SRR12460395	ACC.8754
PRJNA641489	SRR12460396	ACC.11393
PRJNA641489	SRR12460397	ACC.11384
PRJNA641489	SRR12460398	ACC.11376
PRJNA641489	SRR12460399	ACC.11375
PRJNA641489	SRR12460400	ACC.11374
PRJNA641489	SRR12460401	ACC.11373
PRJNA641489	SRR12460402	ACC.11372
PRJNA641489	SRR12460403	ACC.11371
PRJNA641489	SRR12460404	ACC.11370
PRJNA641489	SRR12460405	ACC.11369
PRJNA641489	SRR12460406	ACC.8753
PRJNA641489	SRR12460407	ACC.11383
PRJNA641489	SRR12460408	ACC.11378
PRJNA641489	SRR12460409	ACC.11377
PRJNA641489	SRR12460410	ACC.11368
PRJNA641489	SRR12460411	ACC.11364
PRJNA641489	SRR12460412	ACC.11363
PRJNA641489	SRR12460413	ACC.11362
PRJNA641489	SRR12460414	ACC.11361
PRJNA641489	SRR12460415	ACC.11360
PRJNA641489	SRR12460416	ACC.11359
PRJNA641489	SRR12460417	ACC.8752
PRJNA641489	SRR12460418	ACC.11358
PRJNA641489	SRR12460419	ACC.11357
PRJNA641489	SRR12460420	ACC.11367
PRJNA641489	SRR12460421	ACC.11366
PRJNA641489	SRR12460422	ACC.11365
PRJNA641489	SRR12460423	ACC.11356
PRJNA641489	SRR12460424	ACC.11352
PRJNA641489	SRR12460425	ACC.11083
PRJNA641489	SRR12460426	ACC.10003
PRJNA641489	SRR12460427	ACC.9479
PRJNA641489	SRR12460428	ACC.8751
PRJNA641489	SRR12460429	ACC.9478
PRJNA641489	SRR12460430	ACC.9477
PRJNA641489	SRR12460431	ACC.9476
PRJNA641489	SRR12460432	ACC.9475
PRJNA641489	SRR12460433	ACC.11355
PRJNA641489	SRR12460434	ACC.11354
PRJNA641489	SRR12460435	ACC.12824
PRJNA641489	SRR12460436	ACC.12823
PRJNA641489	SRR12460437	ACC.11410
PRJNA641489	SRR12460438	ACC.11409
PRJNA641489	SRR12460439	ACC.13793
PRJNA641489	SRR12460440	ACC.13792
PRJNA641489	SRR12460441	ACC.13791
PRJNA641489	SRR12460442	ACC.11408
PRJNA641489	SRR12460443	ACC.11404
